Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalYearsInSameJob,IncomePerHour,AgeWhenJoined,YearsUntilPromotion,EmployeeEngagement,YearOfJoining,Rango_Edad,Clasificacion,Semaforo,Overtime_Marital,Overtime_squared,JobRole_BusinessTravel
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,Y,0,20,4,3,80,0,14,3,3,13,9,4,9,10,16.696875,21,4,2.6,2011,26-35,Desempeño Bajo,Naranja,No_Single,0,Healthcare Representative_Travel_Frequently
40,No,Travel_Rarely,989,Research & Development,4,1,Medical,1,253,4,Female,46,3,5,Manager,3,Married,19033,6499,1,Y,0,14,3,2,80,1,21,2,3,20,8,9,9,9,59.478125,20,9,3.0,2004,36-45,Desempeño Medio,Verde,No_Married,0,Manager_Travel_Rarely
35,No,Travel_Rarely,219,Research & Development,16,2,Other,1,1886,4,Female,44,2,2,Manufacturing Director,2,Married,4788,25388,0,Y,1,11,3,4,80,0,4,2,3,3,2,0,2,3,14.9625,32,0,3.0,2021,36-45,Desempeño Bajo,Naranja,Yes_Married,1,Manufacturing Director_Travel_Rarely
29,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,1,749,3,Male,99,3,1,Sales Representative,3,Single,2642,2755,1,Y,0,11,3,3,80,0,1,6,3,1,0,0,0,0,8.25625,28,0,3.0,2023,26-35,Desempeño Medio,Verde,No_Single,0,Sales Representative_Travel_Rarely
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,Y,0,15,3,1,80,2,1,2,3,1,0,0,0,0,8.1125,27,0,1.8,2023,26-35,Desempeño Bajo,Rojo,No_Divorced,0,Laboratory Technician_Travel_Frequently
43,No,Travel_Rarely,415,Sales,25,3,Medical,1,1076,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,Y,0,13,3,3,80,1,18,5,3,1,0,0,0,17,33.74375,42,0,3.0,2023,36-45,Desempeño Medio,Verde,No_Divorced,0,Sales Executive_Travel_Rarely
34,Yes,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,147,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Y,1,24,4,4,80,0,9,3,3,9,7,0,6,7,18.98125,25,0,2.4,2015,26-35,Desempeño Medio,Rojo,Yes_Single,1,Laboratory Technician_Travel_Frequently
30,No,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,Y,0,14,3,1,80,0,4,3,3,3,2,1,2,3,9.321875,27,1,2.6,2021,26-35,Desempeño Bajo,Naranja,No_Single,0,Sales Representative_Travel_Rarely
31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,530,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,Y,0,12,3,3,80,1,4,3,3,4,2,3,2,2,6.93125,27,3,2.6,2020,26-35,Desempeño Bajo,Naranja,No_Married,0,Laboratory Technician_Travel_Rarely
42,No,Travel_Rarely,462,Sales,14,2,Medical,1,936,3,Female,68,2,2,Sales Executive,3,Single,6244,7824,7,Y,0,17,3,1,80,0,10,6,3,5,4,0,3,9,19.5125,37,0,2.4,2019,36-45,Desempeño Medio,Verde,No_Single,0,Sales Executive_Travel_Rarely
47,No,Travel_Rarely,1180,Research & Development,25,3,Medical,1,1993,1,Male,84,3,3,Healthcare Representative,3,Single,8633,13084,2,Y,0,23,4,2,80,0,25,3,3,17,14,12,11,22,26.978125,30,12,2.4,2007,46-55,Desempeño Medio,Verde,No_Single,0,Healthcare Representative_Travel_Rarely
32,Yes,Travel_Rarely,1033,Research & Development,9,3,Medical,1,190,1,Female,41,3,1,Laboratory Technician,1,Single,4200,10224,7,Y,0,22,4,1,80,0,10,2,4,5,4,0,4,9,13.125,27,0,2.0,2019,26-35,Desempeño Bajo,Rojo,No_Single,0,Laboratory Technician_Travel_Rarely
40,No,Travel_Rarely,658,Sales,10,4,Marketing,1,954,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,Y,0,12,3,2,80,1,11,2,2,1,0,0,0,10,30.328125,39,0,1.8,2023,36-45,Desempeño Bajo,Naranja,No_Divorced,0,Sales Executive_Travel_Rarely
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,Y,0,11,3,3,80,0,7,4,2,1,0,0,0,6,7.996875,47,0,3.0,2023,46-55,Desempeño Bajo,Naranja,No_Single,0,Laboratory Technician_Travel_Rarely
35,No,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,1,2049,3,Male,80,3,2,Healthcare Representative,3,Married,5689,24594,1,Y,1,14,3,4,80,2,10,2,4,10,2,0,2,2,17.778125,25,0,3.4,2014,36-45,Desempeño Medio,Verde,Yes_Married,1,Healthcare Representative_Travel_Frequently
37,No,Travel_Rarely,408,Research & Development,19,2,Life Sciences,1,61,2,Male,73,3,1,Research Scientist,2,Married,3022,10227,4,Y,0,21,4,1,80,0,8,1,3,1,0,0,0,7,9.44375,36,0,2.2,2023,36-45,Desempeño Bajo,Naranja,No_Married,0,Research Scientist_Travel_Rarely
30,No,Non-Travel,1116,Research & Development,2,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,Y,0,14,3,3,80,0,12,2,2,11,7,6,7,8,8.0125,19,6,3.0,2013,26-35,Desempeño Medio,Verde,No_Single,0,Laboratory Technician_Non-Travel
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,1,1644,3,Male,89,2,4,Manager,4,Married,15202,5602,2,Y,0,25,4,2,80,1,23,3,3,2,2,2,2,23,47.50625,46,2,2.8,2022,46-55,Unicornios,Verde,No_Married,0,Manager_Travel_Frequently
29,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,1590,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,Y,0,19,3,4,80,1,6,0,4,6,4,1,3,4,27.665625,23,1,3.2,2018,26-35,Desempeño Medio,Verde,No_Divorced,0,Healthcare Representative_Travel_Frequently
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,Y,0,14,3,3,80,1,7,4,3,7,7,1,7,7,8.565625,29,1,2.6,2017,36-45,Desempeño Medio,Verde,No_Divorced,0,Laboratory Technician_Travel_Rarely
51,No,Travel_Frequently,968,Research & Development,6,2,Medical,1,1297,2,Female,40,2,1,Laboratory Technician,3,Single,2838,4257,0,Y,0,14,3,2,80,0,8,6,2,7,0,7,7,1,8.86875,44,7,2.2,2017,46-55,Desempeño Medio,Verde,No_Single,0,Laboratory Technician_Travel_Frequently
39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,0,11,3,1,80,1,8,3,3,8,3,0,7,3,11.734375,31,0,2.6,2016,36-45,Desempeño Medio,Verde,No_Married,0,Laboratory Technician_Travel_Frequently
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,Y,0,15,3,3,80,1,9,3,1,5,3,1,4,7,6.553125,25,1,2.8,2019,26-35,Desempeño Medio,Verde,No_Married,0,Laboratory Technician_Non-Travel
35,No,Travel_Frequently,664,Research & Development,1,3,Medical,1,88,2,Male,79,3,1,Research Scientist,1,Married,2194,5868,4,Y,0,13,3,4,80,1,5,2,2,3,2,1,2,4,6.85625,32,1,2.4,2021,36-45,Desempeño Bajo,Naranja,No_Married,0,Research Scientist_Travel_Frequently
41,No,Travel_Rarely,796,Sales,4,1,Marketing,1,1815,3,Female,81,3,3,Sales Executive,3,Divorced,10447,26458,0,Y,1,13,3,4,80,1,23,3,4,22,14,13,5,15,32.646875,19,13,3.4,2002,36-45,Desempeño Medio,Verde,Yes_Divorced,1,Sales Executive_Travel_Rarely
36,No,Travel_Rarely,938,Research & Development,2,4,Medical,1,958,3,Male,79,3,1,Laboratory Technician,3,Single,2519,12287,4,Y,0,21,4,3,80,0,16,6,3,11,8,3,9,13,7.871875,25,3,3.0,2013,36-45,Desempeño Medio,Verde,No_Single,0,Laboratory Technician_Travel_Rarely
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,Y,0,17,3,2,80,1,22,3,3,9,8,2,3,21,41.0,40,2,2.6,2015,46-55,Desempeño Bajo,Naranja,No_Married,0,Sales Executive_Travel_Rarely
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,1,573,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,Y,0,19,3,4,80,0,22,5,4,18,13,13,11,17,32.08125,42,13,2.8,2006,56-65,Desempeño Bajo,Naranja,No_Married,0,Sales Executive_Travel_Frequently
35,No,Non-Travel,1225,Research & Development,2,4,Life Sciences,1,771,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093,4761,2,Y,0,11,3,1,80,1,16,2,4,1,0,0,0,15,15.915625,34,0,2.6,2023,36-45,Desempeño Bajo,Naranja,No_Divorced,0,Healthcare Representative_Non-Travel
35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1,1621,2,Male,48,4,2,Research Scientist,1,Married,5208,26312,1,Y,0,11,3,4,80,0,16,2,3,16,15,1,10,15,16.275,19,1,2.8,2008,36-45,Desempeño Bajo,Naranja,No_Married,0,Research Scientist_Travel_Rarely
40,No,Non-Travel,218,Research & Development,8,1,Medical,1,1468,4,Male,55,2,3,Research Director,2,Divorced,13757,25178,2,Y,0,11,3,3,80,1,16,5,3,9,8,4,8,15,42.990625,31,4,2.8,2015,36-45,Desempeño Bajo,Naranja,No_Divorced,0,Research Director_Non-Travel
31,No,Travel_Frequently,1327,Research & Development,3,4,Medical,1,337,2,Male,73,3,3,Research Director,3,Divorced,13675,13523,9,Y,0,12,3,1,80,1,9,3,3,2,2,2,2,9,42.734375,29,2,2.4,2022,26-35,Desempeño Medio,Verde,No_Divorced,0,Research Director_Travel_Frequently
37,Yes,Travel_Rarely,1373,Research & Development,2,2,Other,1,4,4,Male,92,2,1,Laboratory Technician,3,Single,2090,2396,6,Y,1,15,3,2,80,0,7,3,3,0,0,0,0,7,6.53125,37,0,2.8,2024,36-45,Desempeño Medio,Rojo,Yes_Single,1,Laboratory Technician_Travel_Rarely
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4,Divorced,10368,5596,4,Y,1,12,3,2,80,1,13,5,2,10,6,0,3,9,32.4,36,0,2.8,2014,46-55,Desempeño Medio,Verde,Yes_Divorced,1,Sales Executive_Travel_Rarely
33,No,Travel_Rarely,392,Sales,2,4,Medical,1,1670,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,1,Y,0,14,3,3,80,2,6,5,3,6,2,0,4,2,17.203125,27,0,3.4,2018,26-35,Desempeño Medio,Verde,No_Divorced,0,Sales Executive_Travel_Rarely
45,No,Travel_Rarely,556,Research & Development,25,2,Life Sciences,1,1888,2,Female,93,2,2,Manufacturing Director,4,Married,5906,23888,0,Y,0,13,3,4,80,2,10,2,2,9,8,3,8,9,18.45625,36,3,2.8,2015,46-55,Desempeño Medio,Verde,No_Married,0,Manufacturing Director_Travel_Rarely
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1,1175,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Y,1,11,3,4,80,0,1,4,2,1,1,0,0,1,7.859375,27,0,3.2,2023,26-35,Desempeño Medio,Rojo,Yes_Married,1,Laboratory Technician_Travel_Rarely
40,No,Travel_Rarely,329,Research & Development,1,4,Life Sciences,1,1361,2,Male,88,3,1,Laboratory Technician,2,Married,2387,6762,3,Y,0,22,4,3,80,1,7,3,3,4,2,0,3,5,7.459375,36,0,2.6,2020,36-45,Desempeño Bajo,Naranja,No_Married,0,Laboratory Technician_Travel_Rarely
40,No,Travel_Frequently,530,Research & Development,1,4,Life Sciences,1,119,3,Male,78,2,4,Healthcare Representative,2,Married,13503,14115,1,Y,0,22,4,4,80,1,22,3,2,22,3,11,11,3,42.196875,18,11,2.6,2002,36-45,Desempeño Bajo,Naranja,No_Married,0,Healthcare Representative_Travel_Frequently
28,No,Travel_Rarely,760,Sales,2,4,Marketing,1,846,2,Female,81,3,2,Sales Executive,2,Married,4779,3698,1,Y,1,20,4,1,80,0,8,2,3,8,7,7,5,7,14.934375,20,7,2.2,2016,26-35,Desempeño Bajo,Naranja,Yes_Married,1,Sales Executive_Travel_Rarely
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,Y,0,13,3,1,80,3,10,4,2,10,7,8,9,7,10.909375,20,8,2.4,2014,26-35,Desempeño Medio,Verde,No_Divorced,0,Laboratory Technician_Travel_Rarely
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,3,Female,44,3,1,Human Resources,4,Divorced,3195,4167,4,Y,1,18,3,1,80,3,8,2,3,2,2,2,2,8,9.984375,42,2,2.8,2022,36-45,Desempeño Medio,Verde,Yes_Divorced,1,Human Resources_Travel_Rarely
46,No,Travel_Rarely,566,Research & Development,7,2,Medical,1,1007,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,24208,6,Y,0,13,3,2,80,1,13,3,3,8,7,0,7,12,33.890625,38,0,3.0,2016,46-55,Desempeño Medio,Verde,No_Divorced,0,Manufacturing Director_Travel_Rarely
27,No,Travel_Rarely,728,Sales,23,1,Medical,1,1864,2,Female,36,2,2,Sales Representative,3,Married,3540,7018,1,Y,0,21,4,4,80,1,9,5,3,9,8,5,8,8,11.0625,18,5,2.8,2015,26-35,Desempeño Medio,Verde,No_Married,0,Sales Representative_Travel_Rarely
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1071,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,Y,0,19,3,2,80,1,18,4,3,5,4,0,3,17,9.19375,51,0,2.4,2019,56-65,Desempeño Medio,Verde,No_Married,0,Research Scientist_Travel_Frequently
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,Y,0,13,3,3,80,2,9,2,3,6,2,1,3,5,17.909375,31,1,3.0,2018,36-45,Desempeño Medio,Verde,No_Divorced,0,Healthcare Representative_Travel_Rarely
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1198,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,Y,0,12,3,1,80,0,2,2,2,2,2,1,2,2,9.478125,18,1,1.8,2022,18-25,Desempeño Medio,Verde,No_Single,0,Laboratory Technician_Travel_Rarely
35,No,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,1,942,4,Female,51,3,2,Healthcare Representative,4,Married,4014,19170,1,Y,1,25,4,4,80,1,10,2,1,10,6,0,7,6,12.54375,25,0,3.2,2014,36-45,Unicornios,Verde,Yes_Married,1,Healthcare Representative_Travel_Rarely
46,No,Non-Travel,1144,Research & Development,7,4,Medical,1,487,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,Y,0,14,3,3,80,0,7,2,4,1,0,0,0,6,16.43125,45,0,3.2,2023,46-55,Desempeño Medio,Verde,No_Married,0,Manufacturing Director_Non-Travel
29,Yes,Travel_Rarely,906,Research & Development,10,3,Life Sciences,1,994,4,Female,92,2,1,Research Scientist,1,Single,2404,11479,6,Y,1,20,4,3,80,0,3,5,3,0,0,0,0,3,7.5125,29,0,2.6,2024,26-35,Desempeño Bajo,Rojo,Yes_Single,1,Research Scientist_Travel_Rarely
45,No,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,341,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,Y,0,17,3,4,80,1,9,1,3,3,2,0,2,8,20.10625,42,0,3.0,2021,46-55,Desempeño Medio,Verde,No_Married,0,Manufacturing Director_Travel_Frequently
30,No,Non-Travel,990,Research & Development,7,3,Technical Degree,1,1482,3,Male,64,3,1,Research Scientist,3,Divorced,1274,7152,1,Y,0,13,3,2,80,2,1,2,2,1,0,0,0,0,3.98125,29,0,2.6,2023,26-35,Desempeño Medio,Verde,No_Divorced,0,Research Scientist_Non-Travel
43,No,Travel_Frequently,422,Research & Development,1,3,Life Sciences,1,902,4,Female,33,3,2,Healthcare Representative,4,Married,5562,21782,4,Y,0,13,3,2,80,1,12,2,2,5,2,2,2,9,17.38125,38,2,3.0,2019,36-45,Desempeño Medio,Verde,No_Married,0,Healthcare Representative_Travel_Frequently
40,Yes,Travel_Rarely,575,Sales,22,2,Marketing,1,492,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Y,1,12,3,1,80,2,8,6,3,6,4,1,0,6,19.9375,34,1,2.4,2018,36-45,Desempeño Medio,Rojo,Yes_Married,1,Sales Executive_Travel_Rarely
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,1,1239,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,Y,0,12,3,2,80,1,7,2,4,5,1,1,3,3,21.4125,35,1,2.4,2019,36-45,Desempeño Bajo,Naranja,No_Divorced,0,Sales Executive_Travel_Rarely
47,No,Travel_Frequently,217,Sales,3,3,Medical,1,746,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10225,9,Y,1,12,3,4,80,2,28,2,2,22,2,11,13,8,43.03125,25,11,3.2,2002,46-55,Desempeño Medio,Verde,Yes_Divorced,1,Sales Executive_Travel_Frequently
32,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,772,1,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,1,Y,0,15,3,4,80,2,10,2,3,10,8,4,7,8,16.590625,22,4,3.0,2014,26-35,Desempeño Medio,Verde,No_Married,0,Laboratory Technician_Travel_Frequently
31,No,Travel_Rarely,670,Research & Development,26,1,Life Sciences,1,16,1,Male,31,3,1,Research Scientist,3,Divorced,2911,15170,1,Y,0,17,3,4,80,1,5,1,2,5,2,4,3,2,9.096875,26,4,2.6,2019,26-35,Desempeño Medio,Verde,No_Divorced,0,Research Scientist_Travel_Rarely
34,No,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1,1383,3,Female,98,3,2,Healthcare Representative,4,Single,6687,6163,1,Y,0,11,3,4,80,0,14,2,4,14,11,4,11,11,20.896875,20,4,3.6,2010,26-35,Desempeño Medio,Verde,No_Single,0,Healthcare Representative_Travel_Rarely
35,No,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,1,464,3,Male,62,3,3,Manufacturing Director,2,Single,8095,18264,0,Y,0,13,3,4,80,0,17,5,3,16,6,0,13,7,25.296875,19,0,3.0,2008,36-45,Desempeño Bajo,Naranja,No_Single,0,Manufacturing Director_Travel_Rarely
34,No,Travel_Rarely,1111,Sales,8,2,Life Sciences,1,808,3,Female,93,3,2,Sales Executive,1,Married,6500,13305,5,Y,0,17,3,2,80,1,6,1,3,3,2,1,2,5,20.3125,31,1,2.4,2021,26-35,Desempeño Bajo,Naranja,No_Married,0,Sales Executive_Travel_Rarely
45,No,Travel_Rarely,252,Research & Development,1,3,Other,1,336,3,Male,70,4,5,Manager,4,Married,19202,15970,0,Y,0,11,3,3,80,1,25,2,3,24,0,1,7,1,60.00625,21,1,3.4,2000,46-55,Desempeño Medio,Verde,No_Married,0,Manager_Travel_Rarely
41,No,Travel_Rarely,483,Research & Development,6,3,Medical,1,466,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Y,1,15,3,4,80,0,8,3,3,5,4,1,2,7,18.85,36,1,3.0,2019,36-45,Desempeño Bajo,Naranja,Yes_Single,1,Manufacturing Director_Travel_Rarely
21,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,1,494,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,Y,0,15,3,4,80,0,1,0,3,1,0,0,0,0,8.4875,20,0,3.2,2023,18-25,Desempeño Bajo,Rojo,No_Single,0,Sales Representative_Travel_Rarely
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1,1201,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,Y,0,18,3,2,80,1,26,6,3,7,7,4,7,26,58.14375,46,4,3.0,2017,46-55,Desempeño Medio,Verde,No_Divorced,0,Manager_Travel_Rarely
42,No,Travel_Rarely,1396,Research & Development,6,3,Medical,1,1911,3,Male,83,3,3,Research Director,1,Married,13348,14842,9,Y,0,13,3,2,80,1,18,3,4,13,7,5,7,12,41.7125,29,5,2.6,2011,36-45,Desempeño Bajo,Naranja,No_Married,0,Research Director_Travel_Rarely
31,No,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,1,1956,4,Male,48,1,2,Research Scientist,1,Married,5003,5771,1,Y,0,21,4,2,80,0,10,6,3,10,8,8,7,8,15.634375,21,8,2.2,2014,26-35,Desempeño Bajo,Naranja,No_Married,0,Research Scientist_Travel_Frequently
26,No,Travel_Rarely,1066,Research & Development,2,2,Medical,1,1018,4,Male,32,4,2,Manufacturing Director,4,Married,5472,3334,1,Y,0,12,3,2,80,0,8,2,3,8,7,1,3,7,17.1,18,1,3.4,2016,26-35,Desempeño Medio,Verde,No_Married,0,Manufacturing Director_Travel_Rarely
45,No,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,1553,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441,20933,1,Y,0,12,3,1,80,3,10,4,3,10,8,7,7,8,23.253125,35,7,2.0,2014,46-55,Desempeño Bajo,Naranja,No_Divorced,0,Healthcare Representative_Travel_Rarely
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,1217,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,Y,0,11,3,1,80,1,25,2,3,4,2,0,3,23,59.628125,42,0,2.6,2020,46-55,Desempeño Bajo,Naranja,No_Married,0,Research Director_Travel_Rarely
34,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,1289,3,Male,56,2,2,Human Resources,2,Married,4490,21833,4,Y,0,11,3,4,80,2,14,5,4,10,9,1,8,13,14.03125,24,1,3.0,2014,26-35,Desempeño Bajo,Naranja,No_Married,0,Human Resources_Travel_Frequently
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,Y,0,18,3,3,80,1,1,2,4,1,0,0,0,0,6.353125,29,0,2.4,2023,26-35,Desempeño Bajo,Rojo,No_Married,0,Sales Representative_Travel_Frequently
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,679,1,Female,92,3,2,Research Scientist,4,Married,6322,18089,1,Y,1,12,3,4,80,1,6,2,2,6,4,0,5,4,19.75625,26,0,2.8,2018,26-35,Desempeño Medio,Verde,Yes_Married,1,Research Scientist_Travel_Rarely
31,No,Travel_Rarely,154,Sales,7,4,Life Sciences,1,941,2,Male,41,2,1,Sales Representative,3,Married,2329,11737,3,Y,0,15,3,2,80,0,13,2,4,7,7,5,2,13,7.278125,24,5,2.6,2017,26-35,Desempeño Medio,Verde,No_Married,0,Sales Representative_Travel_Rarely
42,No,Travel_Rarely,1210,Research & Development,2,3,Medical,1,1542,3,Male,68,2,1,Laboratory Technician,2,Married,4841,24052,4,Y,0,14,3,2,80,1,4,3,3,1,0,0,0,3,15.128125,41,0,2.4,2023,36-45,Desempeño Bajo,Naranja,No_Married,0,Laboratory Technician_Travel_Rarely
36,No,Non-Travel,1229,Sales,8,4,Technical Degree,1,990,1,Male,84,3,2,Sales Executive,4,Divorced,5079,25952,4,Y,0,13,3,4,80,2,12,3,3,7,7,0,7,12,15.871875,29,0,3.0,2017,36-45,Desempeño Medio,Verde,No_Divorced,0,Sales Executive_Non-Travel
37,No,Travel_Rarely,161,Research & Development,10,3,Life Sciences,1,2017,3,Female,42,4,3,Research Director,4,Married,13744,15471,1,Y,1,25,4,1,80,1,16,2,3,16,11,6,8,11,42.95,21,6,3.0,2008,36-45,Unicornios,Verde,Yes_Married,1,Research Director_Travel_Rarely
26,No,Travel_Rarely,1443,Sales,23,3,Marketing,1,72,3,Female,47,2,2,Sales Executive,4,Married,4157,21436,7,Y,1,19,3,3,80,1,5,2,2,2,2,0,0,5,12.990625,24,0,2.8,2022,26-35,Desempeño Medio,Verde,Yes_Married,1,Sales Executive_Travel_Rarely
24,No,Non-Travel,1092,Research & Development,9,3,Life Sciences,1,812,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694,26551,1,Y,0,11,3,3,80,3,1,4,3,1,0,0,0,0,8.41875,23,0,2.6,2023,18-25,Desempeño Bajo,Naranja,No_Divorced,0,Laboratory Technician_Non-Travel
39,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,760,3,Female,44,4,2,Human Resources,2,Married,6389,18767,9,Y,0,15,3,3,80,1,12,3,1,8,3,3,6,7,19.965625,31,3,2.6,2016,36-45,Desempeño Bajo,Naranja,No_Married,0,Human Resources_Travel_Rarely
50,No,Travel_Rarely,854,Sales,1,4,Medical,1,323,4,Female,68,3,5,Manager,4,Divorced,19517,24118,3,Y,0,11,3,3,80,1,32,3,2,7,0,0,6,25,60.990625,43,0,3.2,2017,46-55,Desempeño Medio,Verde,No_Divorced,0,Manager_Travel_Rarely
40,No,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1,1892,1,Male,98,3,4,Manager,1,Divorced,16823,18991,2,Y,0,11,3,1,80,1,22,3,3,19,7,11,16,10,52.571875,21,11,1.8,2005,36-45,Desempeño Bajo,Naranja,No_Divorced,0,Manager_Travel_Rarely
38,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,724,2,Female,33,4,2,Healthcare Representative,4,Single,7625,19383,0,Y,0,13,3,3,80,0,10,4,2,9,7,1,8,8,23.828125,29,1,3.0,2015,36-45,Desempeño Medio,Verde,No_Single,0,Healthcare Representative_Travel_Rarely
30,No,Non-Travel,641,Sales,25,2,Technical Degree,1,475,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Y,1,12,3,2,80,1,4,2,4,2,2,2,2,4,14.8,28,2,3.2,2022,26-35,Desempeño Medio,Verde,Yes_Married,1,Sales Executive_Non-Travel
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,1120,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,Y,0,22,4,1,80,1,11,1,3,7,5,1,7,9,7.85625,22,1,2.8,2017,26-35,Unicornios,Verde,No_Divorced,0,Research Scientist_Travel_Rarely
39,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,182,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,Y,0,14,3,3,80,1,17,1,4,15,11,5,9,13,18.44375,24,5,3.2,2009,36-45,Desempeño Medio,Verde,No_Married,0,Sales Executive_Travel_Rarely
51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,1786,1,Female,53,3,3,Manager,3,Married,13116,22984,2,Y,0,11,3,4,80,0,15,2,3,2,2,2,2,15,40.9875,49,2,2.8,2022,46-55,Desempeño Medio,Verde,No_Married,0,Manager_Travel_Rarely
